author,comment,comment_pre_processing,date,url,product,stars,price,currency,weight,target_by_RuBRT-tiny_no_processing,target_by_stars,target_by_RuBRT-tiny_processing
Намик,"Груша твердущая,слабосладенькая,практически безвкусная.",груша твердущаяслабосладенькаяпрактически безвкусный,06 мая 2025  · Карта: xxx06,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,2,342,руб,/кг,0,0,0
Андриан,Твёрдые,твёрдый,06 мая 2025  · Карта: xxx67,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,0,1,1
Ксения,"По зц отличная! Вкусная, мягкая и сладкая!",отличный вкусный мягкий сладкий,06 мая 2025  · Карта: xxx21,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Наталия,Жестковата и не очень сладкая,жестковатый не очень сладкий,06 мая 2025  · Карта: xxx82,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
Марина,Вкусные груши! Спасибо Вкусвиллу!,вкусный груша спасибо вкусвилл,06 мая 2025  · Карта: xxx06,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Валерия,"Груша отлично вписалась в пп-пиццу с камамбером (тоже из любимого вв)
Груша сладкая, слегка мягковата (что и необходимо)",груша отлично вписаться пппицца камамбер любимый груша сладкий слегка мягковатый необходимо,06 мая 2025  · Карта: xxx82,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Анастасия,Сладкая,сладкий,06 мая 2025  · Карта: xxx08,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
ГАЛИНА,Сочная и вкусная.,сочный вкусный,06 мая 2025  · Карта: xxx81,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Наталья,"Очень вкусные, мягкие, сочные груши.",очень вкусный мягкий сочный груша,05 мая 2025  · Карта: xxx77,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Евгения,Груши все как будто побиты. 70% кожуры коричневая. Но крепкие и вкусные.,груша всё побить кожура коричневый крепкий вкусный,05 мая 2025  · Карта: xxx21,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,0,1,1
Евгений Александрович,Вкусно,вкусно,05 мая 2025  · Карта: xxx70,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Дарья,"Очень вкусная груша, сладкая, сочная",очень вкусный груша сладкий сочный,05 мая 2025  · Карта: xxx89,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
НАТАЛЬЯ БОРИСОВНА,"Спасибо,вкусные груши",спасибовкусный груша,05 мая 2025  · Карта: xxx19,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Ольга,Средние 😗,средний,05 мая 2025  · Карта: xxx52,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
Любовь,"Груша не особо понравилась. Хорошо, что 1 шт на пробу брала)",груша не особо понравиться проба брать,04 мая 2025  · Карта: xxx03,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,1,1,0
Дария,Твердые и мелкие,твёрдый мелкий,04 мая 2025  · Карта: xxx63,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
Игорь,"немного жестковата, но и твердой не назовешь. Вкус яркий. В целом понравилась",немного жестковатый твёрдый не вкус яркий целое понравиться,04 мая 2025  · Карта: xxx07,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,1,1,1
МИЛЕНА,Сочная сладкая с ярковыраженным вкусом,сочный сладкий ярковыраженный вкус,04 мая 2025  · Карта: xxx01,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
ЮЛИЯ ГЕННАДЬЕВНА,"Немного полежали, дозрели и вкусные.",немного полежать дозреть вкусный,04 мая 2025  · Карта: xxx18,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
ЕЛЕНА,"Очень вкусные груши, плотные, но сочные и сладкие",очень вкусный груша плотный сочный сладкий,04 мая 2025  · Карта: xxx02,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Татьяна,"К сожалению, пока донесла домой и собралась нарезать ,груши очень потемнели,испортились",сожаление пока донести домой собраться нарезать груша очень потемнелииспортиться,03 мая 2025  · Карта: xxx04,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,2,342,руб,/кг,0,0,0
НАТАЛЬЯ,Жёсткие,жёсткий,03 мая 2025  · Карта: xxx68,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,0,1,0
Маргарита,"Спелая, сладкая",спелый сладкий,03 мая 2025  · Карта: xxx02,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Фёдор,Вкусные.,вкусный,03 мая 2025  · Карта: xxx82,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Виктория,Не вкусные. Не дозревшие,не вкусный не дозреть,03 мая 2025  · Карта: xxx27,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,2,342,руб,/кг,0,0,0
Ирина,"Слегка сладкая. Жёсткая, но если полежит, будет мягче. А слаще вряд ли )",слегка сладкий жёсткий полежать мягкий сладкий вряд,02 мая 2025  · Карта: xxx36,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,1,0,1
Светлана,"В этот раз в магазине внешне были очень красивые! На вкус все такие же приятные, не жесткие, душистые.",магазин внешне очень красивый вкус всё приятный не жёсткий душистый,02 мая 2025  · Карта: xxx47,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Тамара,"Груши разные. Жёлтые сочные и вкусные, зелёные хуже.",груша разный жёлтый сочный вкусный зелёный плохой,02 мая 2025  · Карта: xxx10,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,0,1,0
Татьяна,"Груши очень вкусные, заказала по зц, но их надо съесть за сегодня и завтра.
Хорошо, что только 3 шт",груша очень вкусный заказать съесть завтра,02 мая 2025  · Карта: xxx93,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,0,1,1
Дмитрий,"Когда, грушей спелые, то вкусные! ВкусВилл, спасибо за заботу!",груша спелый вкусный вкусвилл спасибо забота,02 мая 2025  · Карта: xxx14,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Елена,"По виду были красивые желтоватые. Взяла на пробу. По вкусу чуть сладкие, чуть кислые, жесткие и не особо сочные.
В ближайшем магазине на 100р дешевле и более спелые и сочные и вкус ярче.",вид красивый желтоватый взять проба вкус сладкий кислый жёсткий не особо сочный близкий магазин дешёвый спелый сочный вкус яркий,02 мая 2025  · Карта: xxx88,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,1,0,1
Ольга Храмова,Очень вкусные груши!,очень вкусный груша,02 мая 2025  · Карта: xxx35,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Любовь,"Груша в доставке была одна, но вкусненькая",груша доставка вкусненький,02 мая 2025  · Карта: xxx76,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,0,1,1
Кристина,Безвкусные,безвкусный,01 мая 2025  · Карта: xxx44,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,1,0,1
ТАИв,Жесткие и безвкусные. Ксения и лесная красавица понравились гораздо больше.,жёсткий безвкусный ксения лесной красавица понравиться гораздо большой,01 мая 2025  · Карта: xxx77,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,1,0,0
Елена,"Недоспелые, хоть и желтоватые",недоспелый желтоватый,01 мая 2025  · Карта: xxx37,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,2,342,руб,/кг,0,0,0
ЛАРИСА,"Очень вкусные груши. Созревшие, сочные, сладкие.",очень вкусный груша созреть сочный сладкий,01 мая 2025  · Карта: xxx06,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Ryurikovnaya,"Сорт Кошмарики или надрали в овраге, а не Вильямс! Купила 3 шт по зц, аромат на 3, сладость 3-, мягкость на 3=
Тьфу.",сорт кошмарик надрать овраг не вильямс купить аромат сладость мягкость тьфу,30 апр 2025  · Карта: xxx82,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
Марина,"Покупала по ЗЦ, потом они еще у меня дня три лежали, но мягкими так и не стали …",покупать лежать мягкий не,30 апр 2025  · Карта: xxx45,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
МАРИНА,"Покупала в другом магазине. Хуже, вялые немного.",покупать друг магазин плохой вялый немного,30 апр 2025  · Карта: xxx95,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,0,1,0
Галина,Груши интерьерные😂 для красоты,груша интерьерные😂 красота,30 апр 2025  · Карта: xxx00,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,1,1,1
МАРИНА,Супер!,супер,30 апр 2025  · Карта: xxx95,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
ЕЛЕНА,"Вкусная, спелая",вкусный спелый,29 апр 2025  · Карта: xxx77,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Ольга,выбирала сама в магазине. Желтые и красивые. Но оказались ватные и безвкусные,выбирать магазин жёлтый красивый ватный безвкусный,29 апр 2025  · Карта: xxx86,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,1
МАРИНА,"Отличные. Душистые, спелые, сочные.",отличный душистый спелый сочный,28 апр 2025  · Карта: xxx95,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
АНТОН,"Это есть не возможно твердые как камень , зубы сломать можно",не возможно твёрдый камень зуб сломать,28 апр 2025  · Карта: xxx17,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,0
Наталья,"Сладкая, если мягкая. С лëгкой кислинкой, если твëрдая.
Мой второй любимый сорт груши после Ксении.",сладкий мягкий лëгкий кислинка твëрдая второй любимый сорт груша ксения,28 апр 2025  · Карта: xxx74,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
ЭЛИНА,"Крепкая хрустящая груша( поработать челюстями придётся , но я люблю похрустеть ) не сочная и не вата , достаточно сладкая, поэтому груша Ксения мне понравилась больше чем эта, так как вильямс оставляет послевкусие дюшеса во рту, а я не оч люблю долгое послевкусие, сьеденного мною продукта : фрукта овоща и тд , не важно что это было))",крепкий хрустеть груша поработать челюсть прийтись любить похрустеть не сочный не вата достаточно сладкий поэтому груша ксения понравиться большой вильямс оставлять послевкусие дюшес рот не любить долгий послевкусие сьесть продукт фрукт овощ не важно,27 апр 2025  · Карта: xxx09,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,0
Покупатель,Сладкие,сладкий,27 апр 2025  · Карта: xxx40,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Ольга,Груши не созрели(,груша не созреть,27 апр 2025  · Карта: xxx54,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,0
МАРИЯ,"Вкусная, сладкая! Достаточно твердая. С козьим сыром вкусно.",вкусный сладкий достаточно твёрдый козий сыр вкусно,26 апр 2025  · Карта: xxx76,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Мария,"Отличные груши,очень вкусные!",отличный грушиочень вкусный,25 апр 2025  · Карта: xxx09,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Анастасия,Выбирала в магазине пожелтее. Очень вкусные!,выбирать магазин жёлтый очень вкусный,25 апр 2025  · Карта: xxx48,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Полина,"я сама в магазине выбрала пожелтее. это амрита, а не груша! она божественна!",магазин выбрать жёлтый амрита не груша божественный,25 апр 2025  · Карта: xxx95,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,0
АННА ДМИТРИЕВНА,"Понравилось что не испорченные, только совсем не сочные. Дома 1-2 дня дома и мягкие",понравиться не испортить не сочный дом дом мягкий,24 апр 2025  · Карта: xxx22,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,1,1,1
Маргарита,Вкусная груша.,вкусный груша,24 апр 2025  · Карта: xxx70,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Карта,ОЧЕНЬ ВКУСНЫЕ.. СОЧНЫЕ. СЛАДКИЕ,очень вкусный сочный сладкий,24 апр 2025  · Карта: xxx88,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,0,1,1
Яна Л,"Очень вкусные, крепкие, вмеру сладкие груши.",очень вкусный крепкий вмера сладкий груша,24 апр 2025  · Карта: xxx56,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Алла Озерцовская,Очень жёсткие.,очень жёсткий,24 апр 2025  · Карта: xxx02,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,0,1,0
Жулав Юлия Сергеевна,"Вкусная,сочная,сладкая,всегда покупаю.",вкуснаясочнаясладкаявсегда покупать,24 апр 2025  · Карта: xxx19,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Светлана,"На вид были средне красивые и твердоватые, но вот полежали дома ночь в темном месте, стали помягче, прям вкусные, сладкие, сочные.",вид средне красивый твердоватый полежать дом ночь тёмный место мягкий прям вкусный сладкий сочный,23 апр 2025  · Карта: xxx47,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Евгения,Сочные и твердые. Если полежат сочные и мягкие. В любом виде очень вкусные.,сочный твёрдый полежать сочный мягкий любой вид очень вкусный,23 апр 2025  · Карта: xxx57,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
АННА ВАДИМОВНА,"Спелые груши, сладкие, не приторные. Но не яркого грушевого вкуса. Просто неплохие.",спелый груша сладкий не приторный не яркий грушевый вкус просто неплохой,23 апр 2025  · Карта: xxx36,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Антонина,"Очень вкусная, жесткая, сладкая, сочная",очень вкусный жёсткий сладкий сочный,23 апр 2025  · Карта: xxx11,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Юлия,Хорошие,хороший,23 апр 2025  · Карта: xxx67,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Елена Викторовна,"Купила по ЗЦ,думала будут мягкими .Оказались твёрдыми,сухими ,не вкусными.Пролежали на прилавке до удешевления,а так и не дозрели.",купить зцдумать мягкий твёрдымисухий не вкуснымипролежать прилавок удешевления не дозреть,22 апр 2025  · Карта: xxx23,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,0
Екатерина,"Сочные, сладкие",сочный сладкий,22 апр 2025  · Карта: xxx29,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Alla,"Мне понравились. Не «ватные». Чуть жестковаты, не очень сладкие, вмеру сочные. В целом вкусные груши. Куплю еще",понравиться не ватный жестковатый не очень сладкий вмера сочный целое вкусный груша купить,22 апр 2025  · Карта: xxx18,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Ирина,"Продукт никуда не годится, - плоды даже не мягкие, а ватные. Такой товар надо не уделять, а списывать. Однозначно, - возврат!",продукт никуда не годиться плод не мягкий ватный товар не уделять списывать однозначно возврат,22 апр 2025  · Карта: xxx17,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
ТАТЬЯНА,Сочный,сочный,22 апр 2025  · Карта: xxx25,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Вася,"Полежали некоторое время. Думала мягче станут. В результате твёрдые, вялые, вкус травы",полежать некоторый думать мягкий твёрдый вялый вкус трава,22 апр 2025  · Карта: xxx41,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,0
Лана,"Мне нравится этот сорт. Жёсткие, но немного полежат и не превращаются в кашу, сладкие, сочные.",нравиться сорт жёсткий немного полежать не превращаться каша сладкий сочный,22 апр 2025  · Карта: xxx08,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
ГАЛИНА,Твердовата,твердоватый,22 апр 2025  · Карта: xxx61,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,0,1,1
АЛЛА,"По старой памяти поставила четвёрку.( ВИМФВУРТ ООО, такие деревянные груши, даже пожелтевшие немного в магазине можно брать только на варенье. )) выбрала две штуки и по нехватке витаминов съела. Эти груши хороши только практически по зелёному ценнику - в холодных условиях долго лежалые, они в сто раз вкуснее, чем в магазине. Вкуснее есть, конечно, сорт Ксения - просто лучшие, всегда вкусные!",старый память поставить четвёрка вимфвурт деревянный груша пожелтеть немного магазин брать варение выбрать штука нехватка витамин съесть груша хороший практически зелёный ценник холодный условие долго лежалый вкусный магазин вкусный сорт ксения просто хороший вкусный,22 апр 2025  · Карта: xxx48,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,1,1,0
Лариса,Сладкая сочная груша,сладкий сочный груша,22 апр 2025  · Карта: xxx74,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Ольга,"вкусные, но портятся быстро, поэтому хорошо брать, пока жёсткие.",вкусный портиться быстро поэтому брать пока жёсткий,22 апр 2025  · Карта: xxx91,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Дарья,"Безумно вкусные груши, лучше сейчас просто нет. Сладкие и структура мягкая",безумно вкусный груша хороший просто сладкий структура мягкий,22 апр 2025  · Карта: xxx82,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Елена,"Мягкая, сочная, сладкая груша.",мягкий сочный сладкий груша,21 апр 2025  · Карта: xxx33,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
НИНА НИКОЛАЕВНА,"Крепенькие- лучше дать немного полежать. Вкусные, сочные груши.",крепенький хороший дать немного полежать вкусный сочный груша,21 апр 2025  · Карта: xxx38,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Марина Дмитриевна,"Жестковаты, надеюсь, что дня через 2-3 дойдут",жестковатый надеяться дойти,21 апр 2025  · Карта: xxx83,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,0,1,0
АННА,"Твёрдая, как камень. Не сочная. Грушевый вкус присутствует.",твёрдый камень не сочный грушевый вкус присутствовать,21 апр 2025  · Карта: xxx93,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
НИНА,"Брала по ЗЦ, оказалось мягкими, сладкими, вкусно!",брать мягкий сладкое вкусно,20 апр 2025  · Карта: xxx77,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Анна,"Спелые, сочные, ароматные, мягкие, сладкие, но уставшие, долго лежали дозревали в магазине.",спелый сочный ароматный мягкий сладкий устать долго лежать дозревать магазин,20 апр 2025  · Карта: xxx88,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,1,1,1
Елия,"Неудачная партия: незрелые, так и не дошли, просто потемнели внутри",неудачный партия незрелый не дойти просто потемнеть внутри,20 апр 2025  · Карта: xxx02,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
Елена,"Полежали дня 4 и стали обалденными, сочные, сладкие, ароматные",полежать обалденный сочный сладкий ароматный,20 апр 2025  · Карта: xxx48,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Анна,Очень жесткие и безвкусные,очень жёсткий безвкусный,19 апр 2025  · Карта: xxx41,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,0
Марина,"Из четырех штук, только одна относительно съедобная, остальными можно гвозди забивать, а ведь попросила только спелые фрукты положить, мне назавтра нужны были, а не через неделю дозревания, и тоже не факт, что дозреют",четыре штука относительно съедобный остальной гвоздь забивать попросить спелый фрукт положить назавтра нужный не неделя дозревание не факт дозреть,19 апр 2025  · Карта: xxx81,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
Игорь,"Выбрали 2 шт. в магазине, положили на неделю, но они остались деревянными(( на выброс пошли((",выбрать магазин положить неделя остаться деревянный выброс послать,19 апр 2025  · Карта: xxx56,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,2,342,руб,/кг,0,0,0
ЮЛЯ,"Вкусная, правда через одну)",вкусный правда,19 апр 2025  · Карта: xxx02,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,1,1,1
Татьяна,"Ужасные груши!!!Деревянные,невкусные,без вкуса и запаха!!!",ужасный грушидеревянныеневкусныебез вкус запах,19 апр 2025  · Карта: xxx34,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,0
Екатерина,"Плохие груши. Пахнут вкусно. Выбрала желтоватые, то есть зрелые, но они очень твёрдые и абсолютно безвкусные. Не рекомендую к покупке совершенно.",плохой груша пахнуть вкусно выбрать желтоватый зрелый очень твёрдый абсолютно безвкусный не рекомендовать покупка совершенно,18 апр 2025  · Карта: xxx93,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,0
Надежда,Хорошие вкусные груши.,хороший вкусный груша,18 апр 2025  · Карта: xxx62,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
ЛИЛИЯ,"Зелёные вялые по зц, совсем не похожи на сочные вильямс",зелёный вялый не похожий сочный вильямс,18 апр 2025  · Карта: xxx91,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,4,342,руб,/кг,0,1,0
АНАСТАСИЯ,"Это не Вильямс
Не дозрела до мягкого состояния",не вильямс не дозрелый мягкий состояние,18 апр 2025  · Карта: xxx63,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,0
Ксения,Обычно сладкие и сочные.дозревают очень быстро,обычно сладкий сочныедозревать очень быстро,17 апр 2025  · Карта: xxx39,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
Александра,Жесткая,жёсткий,17 апр 2025  · Карта: xxx61,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
Ольга,Да...уж...груша оставляет желать лучшего...жесткая и безвкусная..,даужгруша оставлять желать лучшегожесткий безвкусный,17 апр 2025  · Карта: xxx14,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,0
Ирина,"Удивляют негативные отзывы, груши сочные, ароматные . Рекомендую 👍",удивлять негативный отзыв груша сочный ароматный рекомендовать,17 апр 2025  · Карта: xxx97,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,0
Анна,"Были очень вкусные , но последним разы деревянные и лежат неделю , мягкими не становятся .",очень вкусный последний деревянный лежать неделя мягкий не становиться,17 апр 2025  · Карта: xxx10,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,1,342,руб,/кг,0,0,1
Алина,На доставку в Гатчину привезли каменные,доставка гатчина привезти каменный,17 апр 2025  · Карта: xxx01,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
ЕЛЕНА АЛЕКСАНДРОВНА,"Груша вкусная,но жестковатая",груша вкуснаять жестковатый,17 апр 2025  · Карта: xxx62,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,0
Татьяна,"Не понравились, сухие, несладкие, не пойми что жуешь((. Лесная красавица намного вкуснее",не понравиться сухой несладкий не понять жевать лесной красавица намного вкусный,17 апр 2025  · Карта: xxx93,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,0,0,0
Александра,"Первый раз брали, они за пару дней по желтели, и мягкие, и вкусные.
Второй раз взяли неделю лежат(твёрдые, боюсь так и сгниют.",первый брать пара желтеть мягкий вкусный второй взять неделя лежаттвёрдый бояться сгнить,17 апр 2025  · Карта: xxx57,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,3,342,руб,/кг,1,0,0
Покупатель,Сладкая,сладкий,16 апр 2025  · Карта: xxx40,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
НАТАЛЬЯ,"Сладкая, хрустящая - груша настоящая!",сладкий хрустеть груша настоящий,16 апр 2025  · Карта: xxx67,https://vkusvill.ru/goods/grusha-vilyams-22334.html,Груша Вильямс,5,342,руб,/кг,1,1,1
